nombre,sexo,edad,clase,nivel,prompt_id,prompt
Valerio,masculino,28,guerrero,5,1,"Soy una persona fuerte, con mucho carisma y dotes de liderazgo.Cuando enfrento un problema lo hago de frente, porque mi valor puede vencer cualquier cosa. En la lucha no tengo rival: jamás he conocido la derrota."
Aris,masculino,25,guerrero,5,1,"Soy una persona fuerte, con mucho carisma y dotes de liderazgo.Cuando enfrento un problema lo hago de frente, porque mi valor puede vencer cualquier cosa. En la lucha no tengo rival: jamás he conocido la derrota."
Kael,masculino,28,guerrero,5,1,"Soy una persona fuerte, con mucho carisma y dotes de liderazgo.Cuando enfrento un problema lo hago de frente, porque mi valor puede vencer cualquier cosa. En la lucha no tengo rival: jamás he conocido la derrota."
Sofia,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lyra,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Aislynn,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,23,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Clara,femenino,25,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lila,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,23,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Elara,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Maya,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Ava,femenino,24,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Mia,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Mira,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lia,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,28,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lina,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Sofia,femenino,24,soporte,4,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,22,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,24,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,25,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,22,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lia,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Ava,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,28,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Elira,femenino,25,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Maya,femenino,26,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Maya,femenino,22,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Liana,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Liora,femenino,28,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,22,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Jade,femenino,23,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Elena,femenino,25,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lyra,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Aura,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Sofia,femenino,24,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Luna,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Amara,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Liora,femenino,24,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Lena,femenino,28,soporte,3,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
Aria,femenino,25,soporte,2,2,"Soy una persona amigable. No destaco por mis habilidades físicas, pero sí por mi capacidad de entender a los demás. Me preocupo por mis compañeros y tengo una gran inteligencia emocional."
